,summary,config,name
227,"{'eval_loss': 0.6517826499739242, 'train_loss': 0.3999833327073317, 'learning_rate': 7.339133953864832e-07, 'epoch': 34, '_runtime': 2000.1530621051788, 'accuracy': 0.621550591327201, '_timestamp': 1693041153.1540592, '_step': 1365, '_wandb': {'runtime': 1999}}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_060_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 1e-06, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.15, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 50, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_060_vanilla
228,"{'_step': 128, '_wandb': {'runtime': 3935}, 'accuracy': 0.5042047531992687, 'eval_loss': 0.7482174878929093, 'train_loss': 0.6900189518928528, 'epoch': 127, '_runtime': 3936.570622444153, '_timestamp': 1693039135.6680305, 'learning_rate': 2.56e-07}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_059_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 1e-06, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.15, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_059_vanilla
229,"{'epoch': 127, 'eval_loss': 0.7287738197728207, '_timestamp': 1693035183.9653945, 'train_loss': 0.6694599390029907, 'learning_rate': 0, '_step': 128, '_wandb': {'runtime': 3831}, '_runtime': 3831.5747303962703, 'accuracy': 0.5042047531992687}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_058_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 1e-06, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.15, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 50, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_058_vanilla
230,"{'epoch': 87, '_wandb': {'runtime': 2657}, 'accuracy': 0.5041591320072333, '_timestamp': 1693031329.2380931, 'learning_rate': 1.76e-07, '_step': 88, 'eval_loss': 0.7559090322152727, 'train_loss': 0.6803352236747742, '_runtime': 2658.029885053634}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_057_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 1e-06, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.15, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_057_vanilla
231,"{'_step': 37, 'epoch': 36, '_wandb': {'runtime': 1110}, 'eval_loss': 0.7559021525300307, '_timestamp': 1693028653.2938104, 'train_loss': 0.6925370693206787, '_runtime': 1112.6131134033203, 'accuracy': 0.5041591320072333, 'learning_rate': 7.4e-07}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_056_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 1e-06, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.15, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 50, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_056_vanilla
232,"{'_step': 2028, '_runtime': 1951.2088479995728, 'accuracy': 0.6642599277978339, 'eval_loss': 0.6443490709577288, '_timestamp': 1693027522.480275, 'epoch': 25, '_wandb': {'runtime': 1950}, 'train_loss': 0.2661010057498247, 'learning_rate': 8.388865457612821e-07}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_055_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 1e-06, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_055_vanilla
233,"{'epoch': 24, 'eval_loss': 0.636894280569894, '_timestamp': 1693025554.156471, 'train_loss': 0.2964910360483023, '_step': 1950, '_wandb': {'runtime': 1874}, '_runtime': 1875.1586029529572, 'accuracy': 0.6750902527075813, 'learning_rate': 8.087376686128448e-07}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_054_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 1e-06, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 50, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_054_vanilla
234,"{'epoch': 36, '_wandb': {'runtime': 1933}, 'train_loss': 0.2281523239918244, 'learning_rate': 7.900712377560107e-07, '_step': 1443, 'accuracy': 0.6353482260183968, 'eval_loss': 0.6529455534450671, '_timestamp': 1693023659.8903928, '_runtime': 1934.1322338581083}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_053_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 1e-06, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_053_vanilla
235,"{'_wandb': {'runtime': 1834}, '_runtime': 1835.6279737949371, 'eval_loss': 0.6505498436733066, '_step': 1365, 'epoch': 34, 'train_loss': 0.24472811283209384, 'learning_rate': 7.339133953864832e-07, 'accuracy': 0.6386333771353482, '_timestamp': 1693021708.6170418}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_052_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 1e-06, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 50, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_052_vanilla
236,"{'_wandb': {'runtime': 3843}, '_runtime': 3844.213207960129, 'eval_loss': 0.7482677258943257, 'learning_rate': 2.56e-07, 'train_loss': 0.6897428035736084, '_step': 128, 'epoch': 127, 'accuracy': 0.5042047531992687, '_timestamp': 1693019854.834009}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_051_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 1e-06, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_051_vanilla
237,"{'_runtime': 3857.286224842071, 'accuracy': 0.5042047531992687, 'eval_loss': 0.7276717961183068, '_step': 128, '_wandb': {'runtime': 3856}, 'train_loss': 0.6635491847991943, 'learning_rate': 0, 'epoch': 127, '_timestamp': 1693015992.7400515}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_050_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 1e-06, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 50, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_050_vanilla
238,"{'_wandb': {'runtime': 2317}, '_runtime': 2317.8592591285706, 'accuracy': 0.5041591320072333, 'train_loss': 0.6859285831451416, '_step': 76, 'epoch': 75, 'eval_loss': 0.7564214805647128, '_timestamp': 1693012118.8742802, 'learning_rate': 1.5199999999999998e-07}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_049_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 1e-06, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_049_vanilla
239,"{'epoch': 34, '_wandb': {'runtime': 1065}, 'eval_loss': 0.7561522026282514, '_timestamp': 1693009783.3349943, 'train_loss': 0.6969983577728271, 'learning_rate': 7e-07, '_step': 35, '_runtime': 1066.0573353767395, 'accuracy': 0.5041591320072333}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_048_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 1e-06, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 50, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-large-uncased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_048_vanilla
240,"{'_runtime': 1426.2401106357574, 'accuracy': 0.592057761732852, '_timestamp': 1693008697.1172175, 'train_loss': 0.612272947262495, '_wandb': {'runtime': 1425}, 'epoch': 59, 'eval_loss': 0.6645023890904018, 'learning_rate': 1.1185153943483761e-07, '_step': 4680}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_047_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 2e-07, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.15, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_047_vanilla
241,"{'train_loss': 0.6250855372502253, '_wandb': {'runtime': 1252}, 'epoch': 52, '_runtime': 1252.8125655651093, 'accuracy': 0.592057761732852, 'eval_loss': 0.6645644596644811, '_timestamp': 1693007254.9018965, 'learning_rate': 1.1777733038051137e-07, '_step': 4134}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_046_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 2e-07, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.15, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 50, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_046_vanilla
242,"{'accuracy': 0.6005256241787122, '_timestamp': 1693005985.6906743, 'train_loss': 0.6280211913279998, 'epoch': 95, '_wandb': {'runtime': 1532}, 'eval_loss': 0.6755446988250573, 'learning_rate': 5.556544968833482e-08, '_step': 3744, '_runtime': 1532.6867735385897}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_045_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 2e-07, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.15, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_045_vanilla
243,"{'_step': 3744, 'epoch': 95, '_wandb': {'runtime': 1517}, 'eval_loss': 0.6758417259336142, 'train_loss': 0.6297253828782302, 'learning_rate': 5.0505868069607454e-08, '_runtime': 1517.5879924297333, 'accuracy': 0.5985545335085414, '_timestamp': 1693004434.8819845}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_044_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 2e-07, 'training_size': 0.5, 'with_tracking': True, 'insert_dropout': 0.15, 'max_train_steps': 4992, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 50, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_044_vanilla
244,"{'_wandb': {'runtime': 1044}, 'accuracy': 0.48336380255941497, '_step': 128, 'epoch': 127, '_timestamp': 1693002902.018222, 'train_loss': 0.6852802038192749, 'learning_rate': 5.12e-08, '_runtime': 1045.3001010417938, 'eval_loss': 0.7338192142241182}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_043_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 2e-07, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.15, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_043_vanilla
245,"{'epoch': 127, 'train_loss': 0.6740071773529053, 'learning_rate': 0, '_timestamp': 1693001840.745015, '_step': 128, '_wandb': {'runtime': 1048}, '_runtime': 1048.7450375556946, 'accuracy': 0.48336380255941497, 'eval_loss': 0.7310244019268549}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_042_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 2e-07, 'training_size': 32, 'with_tracking': True, 'insert_dropout': 0.15, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 50, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_042_vanilla
246,"{'epoch': 127, '_timestamp': 1693000776.9265063, '_runtime': 1053.5084881782532, 'accuracy': 0.48318264014466544, 'eval_loss': 0.7338471164593118, 'train_loss': 0.6536254286766052, 'learning_rate': 5.12e-08, '_step': 128, '_wandb': {'runtime': 1052}}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_041_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 2e-07, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.15, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_041_vanilla
247,"{'_wandb': {'runtime': 1049}, '_runtime': 1049.8534166812897, 'accuracy': 0.4835443037974684, '_timestamp': 1692999705.2783127, 'learning_rate': 0, '_step': 128, 'epoch': 127, 'eval_loss': 0.7300495302056991, 'train_loss': 0.6165362596511841}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_040_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 2e-07, 'training_size': 2, 'with_tracking': True, 'insert_dropout': 0.15, 'max_train_steps': 128, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 50, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_040_vanilla
248,"{'_step': 3900, 'epoch': 49, '_wandb': {'runtime': 1165}, '_runtime': 1166.3106532096865, 'eval_loss': 0.6616124834333147, '_timestamp': 1692998638.7719233, 'accuracy': 0.6137184115523465, 'train_loss': 0.597769272633088, 'learning_rate': 1.2830029523407844e-07}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_039_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 2e-07, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 500, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_039_vanilla
249,"{'accuracy': 0.6137184115523465, '_timestamp': 1692997456.1800115, 'learning_rate': 1.2248842359573185e-07, '_wandb': {'runtime': 1158}, 'epoch': 49, '_runtime': 1160.4044415950775, 'eval_loss': 0.661577388218471, 'train_loss': 0.5949605795053335, '_step': 3900}","{'seed': 0, 'beta1': 0.9, 'beta2': 0.999, 'hub_token': None, 'report_to': 'all', 'task_name': 'rte', 'max_length': 128, 'output_dir': '/home/lange/fantastic-umbrella/runs/run_07_038_vanilla', 'train_file': None, 'use_modded': False, 'push_to_hub': False, 'hub_model_id': None, 'weight_decay': 0, 'catch_dropout': -1, 'learning_rate': 2e-07, 'training_size': 1, 'with_tracking': True, 'insert_dropout': 0.1, 'max_train_steps': 9984, 'validation_file': None, 'num_train_epochs': 128, 'num_warmup_steps': 50, 'lr_scheduler_type': 'linear', 'pad_to_max_length': False, 'model_name_or_path': 'bert-base-cased', 'use_slow_tokenizer': False, 'checkpointing_steps': None, 'resume_from_checkpoint': None, 'early_stopping_patience': 10, 'ignore_mismatched_sizes': False, 'early_stopping_min_delta': 0, 'per_device_eval_batch_size': 8, 'gradient_accumulation_steps': 1, 'per_device_train_batch_size': 32}",run_07_038_vanilla
